"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","replicate","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2008-12-09#,#2009-09-09#,"wgEncodeEH000484","GSM736629","Stam","UW","DS9767","lmax-v1.0","debf79adc0251e8b88b0d5604e79a9bf",,"hg18","wgEncode",1,"1.7M",1676,,"wgEncodeUwDnaseK562PkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseK562PkRep1.narrowPeak.gz","wgEncodeUwDnaseK562PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562PkRep1.narrowPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2009-07-02#,#2010-04-01#,"wgEncodeEH000484","GSM736566","Stam","UW","DS9764","lmax-v1.0","4adce964573cc45ce1886b62df4b1c93",,"hg18","wgEncode",2,"1.7M",1675,,"wgEncodeUwDnaseK562PkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseK562PkRep2.narrowPeak.gz","wgEncodeUwDnaseK562PkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562PkRep2.narrowPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2008-12-09#,#2009-09-09#,"wgEncodeEH000484","GSM736629","Stam","UW","DS9767","WindowDensity-bin20-win+/-75","c16b7eb755d6f4f255b4ba1169de0cb3",,"hg18","wgEncode",1,"136M",1676,,"wgEncodeUwDnaseK562RawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseK562RawRep1.bigWig","wgEncodeUwDnaseK562RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562RawRep1.bigWig"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2008-12-09#,#2009-09-09#,"wgEncodeEH000484","GSM736566","Stam","UW","DS9764","WindowDensity-bin20-win+/-75","839d453069220267a298ddd576f920cd",,"hg18","wgEncode",2,"135M",1675,,"wgEncodeUwDnaseK562RawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseK562RawRep2.bigWig","wgEncodeUwDnaseK562RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562RawRep2.bigWig"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003008",,"Stam","UW","DS14279","Hotspot-v5.2","61f8878d44fc40607eb8ddf482ce831a","revoked - data is mixed and merged with other experiments","hg19","wgEncode",1,"3.0M",6201,,"wgEncodeUwDnaseK562Znf2c10c5HotspotsRep1","ZNF_knockout_2C10_C5","broadPeak","Hotspots","wgEncodeUwDnaseK562Znf2c10c5HotspotsRep1.broadPeak.gz","wgEncodeUwDnaseK562Znf2c10c5HotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf2c10c5HotspotsRep1.broadPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003008",,"Stam","UW","DS14274","Hotspot-v5.2","6dfc7a6ddc5825e3b34dc1d4349bd98a","revoked - data is mixed and merged with other experiments","hg19","wgEncode",2,"2.7M",6202,,"wgEncodeUwDnaseK562Znf2c10c5HotspotsRep2","ZNF_knockout_2C10_C5","broadPeak","Hotspots","wgEncodeUwDnaseK562Znf2c10c5HotspotsRep2.broadPeak.gz","wgEncodeUwDnaseK562Znf2c10c5HotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf2c10c5HotspotsRep2.broadPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003008",,"Stam","UW","DS14279","lmax-v1.0","b59b7c250ed68ae624f23a1be6ad4a9b","revoked - data is mixed and merged with other experiments","hg19","wgEncode",1,"1.8M",6201,,"wgEncodeUwDnaseK562Znf2c10c5PkRep1","ZNF_knockout_2C10_C5","narrowPeak","Peaks","wgEncodeUwDnaseK562Znf2c10c5PkRep1.narrowPeak.gz","wgEncodeUwDnaseK562Znf2c10c5PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf2c10c5PkRep1.narrowPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003008",,"Stam","UW","DS14274","lmax-v1.0","609921643e209653bfb508952b6ad162","revoked - data is mixed and merged with other experiments","hg19","wgEncode",2,"1.6M",6202,,"wgEncodeUwDnaseK562Znf2c10c5PkRep2","ZNF_knockout_2C10_C5","narrowPeak","Peaks","wgEncodeUwDnaseK562Znf2c10c5PkRep2.narrowPeak.gz","wgEncodeUwDnaseK562Znf2c10c5PkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf2c10c5PkRep2.narrowPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003008",,"Stam","UW","DS14279","WindowDensity-bin20-win+/-75","c1cb0a7aef9557fb3e69a4a28b3fbdcf","revoked - data is mixed and merged with other experiments","hg19","wgEncode",1,"97M",6201,,"wgEncodeUwDnaseK562Znf2c10c5RawRep1","ZNF_knockout_2C10_C5","bigWig","RawSignal","wgEncodeUwDnaseK562Znf2c10c5RawRep1.bigWig","wgEncodeUwDnaseK562Znf2c10c5RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf2c10c5RawRep1.bigWig"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003008",,"Stam","UW","DS14274","WindowDensity-bin20-win+/-75","6b0e649c918cd528430128da2a36c46e","revoked - data is mixed and merged with other experiments","hg19","wgEncode",2,"106M",6202,,"wgEncodeUwDnaseK562Znf2c10c5RawRep2","ZNF_knockout_2C10_C5","bigWig","RawSignal","wgEncodeUwDnaseK562Znf2c10c5RawRep2.bigWig","wgEncodeUwDnaseK562Znf2c10c5RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf2c10c5RawRep2.bigWig"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003009",,"Stam","UW","DS14216","Hotspot-v5.2","e0ca09831b08a910fe760b4dab222b7c","revoked - data is mixed and merged with other experiments","hg19","wgEncode",1,"4.4M",6203,,"wgEncodeUwDnaseK562Znf4c50c4HotspotsRep1","ZNF_knockout_4C50_C4","broadPeak","Hotspots","wgEncodeUwDnaseK562Znf4c50c4HotspotsRep1.broadPeak.gz","wgEncodeUwDnaseK562Znf4c50c4HotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf4c50c4HotspotsRep1.broadPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003009",,"Stam","UW","DS14211","Hotspot-v5.2","5b09b20fe20a31b8e32827752c42b1b8","revoked - data is mixed and merged with other experiments","hg19","wgEncode",2,"4.9M",6204,,"wgEncodeUwDnaseK562Znf4c50c4HotspotsRep2","ZNF_knockout_4C50_C4","broadPeak","Hotspots","wgEncodeUwDnaseK562Znf4c50c4HotspotsRep2.broadPeak.gz","wgEncodeUwDnaseK562Znf4c50c4HotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf4c50c4HotspotsRep2.broadPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003009",,"Stam","UW","DS14216","lmax-v1.0","d511d985f1dbe9e6b7c4884a91d0ae61","revoked - data is mixed and merged with other experiments","hg19","wgEncode",1,"1.8M",6203,,"wgEncodeUwDnaseK562Znf4c50c4PkRep1","ZNF_knockout_4C50_C4","narrowPeak","Peaks","wgEncodeUwDnaseK562Znf4c50c4PkRep1.narrowPeak.gz","wgEncodeUwDnaseK562Znf4c50c4PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf4c50c4PkRep1.narrowPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003009",,"Stam","UW","DS14211","lmax-v1.0","7c488dbb01ed42ae453b7d235912946f","revoked - data is mixed and merged with other experiments","hg19","wgEncode",2,"1.9M",6204,,"wgEncodeUwDnaseK562Znf4c50c4PkRep2","ZNF_knockout_4C50_C4","narrowPeak","Peaks","wgEncodeUwDnaseK562Znf4c50c4PkRep2.narrowPeak.gz","wgEncodeUwDnaseK562Znf4c50c4PkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf4c50c4PkRep2.narrowPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003009",,"Stam","UW","DS14216","WindowDensity-bin20-win+/-75","e4c15f05bd8b481ec0d7b0263236fc9b","revoked - data is mixed and merged with other experiments","hg19","wgEncode",1,"172M",6203,,"wgEncodeUwDnaseK562Znf4c50c4RawRep1","ZNF_knockout_4C50_C4","bigWig","RawSignal","wgEncodeUwDnaseK562Znf4c50c4RawRep1.bigWig","wgEncodeUwDnaseK562Znf4c50c4RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf4c50c4RawRep1.bigWig"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003009",,"Stam","UW","DS14211","WindowDensity-bin20-win+/-75","1448b022cd8fa79d57d0766a995245dd","revoked - data is mixed and merged with other experiments","hg19","wgEncode",2,"192M",6204,,"wgEncodeUwDnaseK562Znf4c50c4RawRep2","ZNF_knockout_4C50_C4","bigWig","RawSignal","wgEncodeUwDnaseK562Znf4c50c4RawRep2.bigWig","wgEncodeUwDnaseK562Znf4c50c4RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf4c50c4RawRep2.bigWig"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003010",,"Stam","UW","DS14250","Hotspot-v5.2","dbff1d923a07c809114e324cba77ee83","revoked - data is mixed and merged with other experiments","hg19","wgEncode",1,"4.1M",6205,,"wgEncodeUwDnaseK562Znf4g7d3HotspotsRep1","ZNF_knockout_4G7_D3","broadPeak","Hotspots","wgEncodeUwDnaseK562Znf4g7d3HotspotsRep1.broadPeak.gz","wgEncodeUwDnaseK562Znf4g7d3HotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf4g7d3HotspotsRep1.broadPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003010",,"Stam","UW","DS14245","Hotspot-v5.2","8ba60028fa00090f7a31ea7a1f5c4f45","revoked - data is mixed and merged with other experiments","hg19","wgEncode",2,"4.2M",6206,,"wgEncodeUwDnaseK562Znf4g7d3HotspotsRep2","ZNF_knockout_4G7_D3","broadPeak","Hotspots","wgEncodeUwDnaseK562Znf4g7d3HotspotsRep2.broadPeak.gz","wgEncodeUwDnaseK562Znf4g7d3HotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf4g7d3HotspotsRep2.broadPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003010",,"Stam","UW","DS14250","lmax-v1.0","2ded195d7e84bdb152a88fc30bf32b4f","revoked - data is mixed and merged with other experiments","hg19","wgEncode",1,"1.8M",6205,,"wgEncodeUwDnaseK562Znf4g7d3PkRep1","ZNF_knockout_4G7_D3","narrowPeak","Peaks","wgEncodeUwDnaseK562Znf4g7d3PkRep1.narrowPeak.gz","wgEncodeUwDnaseK562Znf4g7d3PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf4g7d3PkRep1.narrowPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003010",,"Stam","UW","DS14245","lmax-v1.0","8ac0d5ebcd25ef0a7f67c60a9f5447cf","revoked - data is mixed and merged with other experiments","hg19","wgEncode",2,"1.7M",6206,,"wgEncodeUwDnaseK562Znf4g7d3PkRep2","ZNF_knockout_4G7_D3","narrowPeak","Peaks","wgEncodeUwDnaseK562Znf4g7d3PkRep2.narrowPeak.gz","wgEncodeUwDnaseK562Znf4g7d3PkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf4g7d3PkRep2.narrowPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003010",,"Stam","UW","DS14250","WindowDensity-bin20-win+/-75","aba8432cd7145fa4dd0f52a5f0942df9","revoked - data is mixed and merged with other experiments","hg19","wgEncode",1,"138M",6205,,"wgEncodeUwDnaseK562Znf4g7d3RawRep1","ZNF_knockout_4G7_D3","bigWig","RawSignal","wgEncodeUwDnaseK562Znf4g7d3RawRep1.bigWig","wgEncodeUwDnaseK562Znf4g7d3RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf4g7d3RawRep1.bigWig"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003010",,"Stam","UW","DS14245","WindowDensity-bin20-win+/-75","d62aa1fbbd23a961be5766b78a78e846","revoked - data is mixed and merged with other experiments","hg19","wgEncode",2,"148M",6206,,"wgEncodeUwDnaseK562Znf4g7d3RawRep2","ZNF_knockout_4G7_D3","bigWig","RawSignal","wgEncodeUwDnaseK562Znf4g7d3RawRep2.bigWig","wgEncodeUwDnaseK562Znf4g7d3RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znf4g7d3RawRep2.bigWig"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003011",,"Stam","UW","DS15363","Hotspot-v5.2","2ab32fb50306e8e7ba2356ac442d269d","revoked - data is mixed and merged with other experiments","hg19","wgEncode",1,"4.4M",6207,,"wgEncodeUwDnaseK562Znfa41c6HotspotsRep1","ZNF_knockout_A4.1-C6","broadPeak","Hotspots","wgEncodeUwDnaseK562Znfa41c6HotspotsRep1.broadPeak.gz","wgEncodeUwDnaseK562Znfa41c6HotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znfa41c6HotspotsRep1.broadPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003011",,"Stam","UW","DS15358","Hotspot-v5.2","7e1377b4fb2d56cb4b048b96304181e3","revoked - data is mixed and merged with other experiments","hg19","wgEncode",2,"4.7M",6208,,"wgEncodeUwDnaseK562Znfa41c6HotspotsRep2","ZNF_knockout_A4.1-C6","broadPeak","Hotspots","wgEncodeUwDnaseK562Znfa41c6HotspotsRep2.broadPeak.gz","wgEncodeUwDnaseK562Znfa41c6HotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znfa41c6HotspotsRep2.broadPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003011",,"Stam","UW","DS15363","lmax-v1.0","040d0db680b6cde8975e7eaa313ec874","revoked - data is mixed and merged with other experiments","hg19","wgEncode",1,"1.9M",6207,,"wgEncodeUwDnaseK562Znfa41c6PkRep1","ZNF_knockout_A4.1-C6","narrowPeak","Peaks","wgEncodeUwDnaseK562Znfa41c6PkRep1.narrowPeak.gz","wgEncodeUwDnaseK562Znfa41c6PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znfa41c6PkRep1.narrowPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003011",,"Stam","UW","DS15358","lmax-v1.0","c821180a6defc18160b5eea20e94c9af","revoked - data is mixed and merged with other experiments","hg19","wgEncode",2,"1.8M",6208,,"wgEncodeUwDnaseK562Znfa41c6PkRep2","ZNF_knockout_A4.1-C6","narrowPeak","Peaks","wgEncodeUwDnaseK562Znfa41c6PkRep2.narrowPeak.gz","wgEncodeUwDnaseK562Znfa41c6PkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znfa41c6PkRep2.narrowPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003011",,"Stam","UW","DS15363","WindowDensity-bin20-win+/-75","e2b560d31214deb19ff0579124c68b32","revoked - data is mixed and merged with other experiments","hg19","wgEncode",1,"174M",6207,,"wgEncodeUwDnaseK562Znfa41c6RawRep1","ZNF_knockout_A4.1-C6","bigWig","RawSignal","wgEncodeUwDnaseK562Znfa41c6RawRep1.bigWig","wgEncodeUwDnaseK562Znfa41c6RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znfa41c6RawRep1.bigWig"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003011",,"Stam","UW","DS15358","WindowDensity-bin20-win+/-75","4156152daf771a6fab853f51a54746b7","revoked - data is mixed and merged with other experiments","hg19","wgEncode",2,"164M",6208,,"wgEncodeUwDnaseK562Znfa41c6RawRep2","ZNF_knockout_A4.1-C6","bigWig","RawSignal","wgEncodeUwDnaseK562Znfa41c6RawRep2.bigWig","wgEncodeUwDnaseK562Znfa41c6RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znfa41c6RawRep2.bigWig"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003012",,"Stam","UW","DS13282","Hotspot-v5.2","cad32c5e65aaa27ffd851e4742d9f5a0","revoked - data is mixed and merged with other experiments","hg19","wgEncode",1,"3.2M",6209,,"wgEncodeUwDnaseK562Znfb34a8HotspotsRep1","ZNF_knockout_B3.4-A8","broadPeak","Hotspots","wgEncodeUwDnaseK562Znfb34a8HotspotsRep1.broadPeak.gz","wgEncodeUwDnaseK562Znfb34a8HotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znfb34a8HotspotsRep1.broadPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003012",,"Stam","UW","DS13287","Hotspot-v5.2","64e64604b8bc83b0bbe64680b9decc20","revoked - data is mixed and merged with other experiments","hg19","wgEncode",2,"3.6M",6210,,"wgEncodeUwDnaseK562Znfb34a8HotspotsRep2","ZNF_knockout_B3.4-A8","broadPeak","Hotspots","wgEncodeUwDnaseK562Znfb34a8HotspotsRep2.broadPeak.gz","wgEncodeUwDnaseK562Znfb34a8HotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znfb34a8HotspotsRep2.broadPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003012",,"Stam","UW","DS13282","lmax-v1.0","d456237148bd726af118405f12abc7f7","revoked - data is mixed and merged with other experiments","hg19","wgEncode",1,"1.7M",6209,,"wgEncodeUwDnaseK562Znfb34a8PkRep1","ZNF_knockout_B3.4-A8","narrowPeak","Peaks","wgEncodeUwDnaseK562Znfb34a8PkRep1.narrowPeak.gz","wgEncodeUwDnaseK562Znfb34a8PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znfb34a8PkRep1.narrowPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003012",,"Stam","UW","DS13287","lmax-v1.0","8a85380d186359efb666d92c22dfea41","revoked - data is mixed and merged with other experiments","hg19","wgEncode",2,"1.9M",6210,,"wgEncodeUwDnaseK562Znfb34a8PkRep2","ZNF_knockout_B3.4-A8","narrowPeak","Peaks","wgEncodeUwDnaseK562Znfb34a8PkRep2.narrowPeak.gz","wgEncodeUwDnaseK562Znfb34a8PkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znfb34a8PkRep2.narrowPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003012",,"Stam","UW","DS13282","WindowDensity-bin20-win+/-75","d621e73f85aa5a49d4eeee7d6bdd05e4","revoked - data is mixed and merged with other experiments","hg19","wgEncode",1,"116M",6209,,"wgEncodeUwDnaseK562Znfb34a8RawRep1","ZNF_knockout_B3.4-A8","bigWig","RawSignal","wgEncodeUwDnaseK562Znfb34a8RawRep1.bigWig","wgEncodeUwDnaseK562Znfb34a8RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znfb34a8RawRep1.bigWig"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003012",,"Stam","UW","DS13287","WindowDensity-bin20-win+/-75","a1c3f557e6eb176ad8c33d20477b868f","revoked - data is mixed and merged with other experiments","hg19","wgEncode",2,"156M",6210,,"wgEncodeUwDnaseK562Znfb34a8RawRep2","ZNF_knockout_B3.4-A8","bigWig","RawSignal","wgEncodeUwDnaseK562Znfb34a8RawRep2.bigWig","wgEncodeUwDnaseK562Znfb34a8RawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znfb34a8RawRep2.bigWig"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003013",,"Stam","UW","DS13310","Hotspot-v5.2","714a61674150c58bd51999e7f74793b1","revoked - data is mixed and merged with other experiments","hg19","wgEncode",1,"3.6M",6211,,"wgEncodeUwDnaseK562Znfe103c6HotspotsRep1","ZNF_knockout_E10.3-C6","broadPeak","Hotspots","wgEncodeUwDnaseK562Znfe103c6HotspotsRep1.broadPeak.gz","wgEncodeUwDnaseK562Znfe103c6HotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znfe103c6HotspotsRep1.broadPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003013",,"Stam","UW","DS15309","Hotspot-v5.2","e74bd8bc35cd528ccab7e4953c531523","revoked - data is mixed and merged with other experiments","hg19","wgEncode",2,"4.5M",6232,,"wgEncodeUwDnaseK562Znfe103c6HotspotsRep2","ZNF_knockout_E10.3-C6","broadPeak","Hotspots","wgEncodeUwDnaseK562Znfe103c6HotspotsRep2.broadPeak.gz","wgEncodeUwDnaseK562Znfe103c6HotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znfe103c6HotspotsRep2.broadPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2012-03-23#,#2012-12-23#,"wgEncodeEH003013",,"Stam","UW","DS13310","lmax-v1.0","8d43d44b7e2afce376a922d34de6db1e","revoked - data is mixed and merged with other experiments","hg19","wgEncode",1,"1.6M",6211,,"wgEncodeUwDnaseK562Znfe103c6PkRep1","ZNF_knockout_E10.3-C6","narrowPeak","Peaks","wgEncodeUwDnaseK562Znfe103c6PkRep1.narrowPeak.gz","wgEncodeUwDnaseK562Znfe103c6PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562Znfe103c6PkRep1.narrowPeak.gz"
