"bio_rep","cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","dcc_internal_notes","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_protocol_id","lab_version","localization","md5sum","obj_status","project","read_type","replicate","rna_extract","seq_platform","sex","size","spike_in_pool","sub_id","submitted_data_version","table_name","type","view","filename","fname","url"
"029C,030C","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000156",,,"GSM758569","Gingeras","CSHL","LID8688,LID8689",,"iIDR","cytosol","d0c878c595f411969bf69229d40933c2",,"wgEncode","2x76D",,"longPolyA","Illumina_GA2x",,"8.6M","Nist14",3624,,"wgEncodeCshlLongRnaSeqHuvecCytosolPapContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHuvecCytosolPapContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHuvecCytosolPapContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCytosolPapContigs.bedRnaElements.gz"
"029C","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000156",,,"GSM758569","Gingeras","CSHL","LID8688",,,"cytosol","d077c207ae9daae94d878b12410a5c0a",,"wgEncode","2x76D",3,"longPolyA","Illumina_GA2x",,"334M","Nist14",2461,,"wgEncodeCshlLongRnaSeqHuvecCytosolPapMinusRawSigRep3","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHuvecCytosolPapMinusRawSigRep3.bigWig","wgEncodeCshlLongRnaSeqHuvecCytosolPapMinusRawSigRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCytosolPapMinusRawSigRep3.bigWig"
"030C","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000156",,,"GSM758569","Gingeras","CSHL","LID8689",,,"cytosol","09e17a6989b7e70350deb2bfd1ffe3e7",,"wgEncode","2x76D",4,"longPolyA","Illumina_GA2x",,"293M","Nist14",2462,,"wgEncodeCshlLongRnaSeqHuvecCytosolPapMinusRawSigRep4","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHuvecCytosolPapMinusRawSigRep4.bigWig","wgEncodeCshlLongRnaSeqHuvecCytosolPapMinusRawSigRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCytosolPapMinusRawSigRep4.bigWig"
"029C","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000156",,,"GSM758569","Gingeras","CSHL","LID8688",,,"cytosol","e132ff2d68daf8eafe4b59031ad0692d",,"wgEncode","2x76D",3,"longPolyA","Illumina_GA2x",,"341M","Nist14",2461,,"wgEncodeCshlLongRnaSeqHuvecCytosolPapPlusRawSigRep3","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHuvecCytosolPapPlusRawSigRep3.bigWig","wgEncodeCshlLongRnaSeqHuvecCytosolPapPlusRawSigRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCytosolPapPlusRawSigRep3.bigWig"
"030C","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000156",,,"GSM758569","Gingeras","CSHL","LID8689",,,"cytosol","568b49ea017299b22f19180426c5af87",,"wgEncode","2x76D",4,"longPolyA","Illumina_GA2x",,"300M","Nist14",2462,,"wgEncodeCshlLongRnaSeqHuvecCytosolPapPlusRawSigRep4","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHuvecCytosolPapPlusRawSigRep4.bigWig","wgEncodeCshlLongRnaSeqHuvecCytosolPapPlusRawSigRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCytosolPapPlusRawSigRep4.bigWig"
"029N","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-12-23#,#2011-09-23#,"wgEncodeEH000189",,,"GSM767857","Gingeras","CSHL","LID9206",,,"nucleus","e8ebdc66d5e53b53c41a5abc50899a18",,"wgEncode","2x76D",3,"longNonPolyA","Illumina_GA2x",,"341M","Nist14",3136,,"wgEncodeCshlLongRnaSeqHuvecNucleusLongnonpolyaMinusRawSigRep3","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHuvecNucleusLongnonpolyaMinusRawSigRep3.bigWig","wgEncodeCshlLongRnaSeqHuvecNucleusLongnonpolyaMinusRawSigRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecNucleusLongnonpolyaMinusRawSigRep3.bigWig"
"030N","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-12-23#,#2011-09-23#,"wgEncodeEH000189",,,"GSM767857","Gingeras","CSHL","LID9207",,,"nucleus","65e87aea117e9694091b3dcec5f07ddd",,"wgEncode","2x76D",4,"longNonPolyA","Illumina_GA2x",,"422M","Nist14",3137,,"wgEncodeCshlLongRnaSeqHuvecNucleusLongnonpolyaMinusRawSigRep4","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHuvecNucleusLongnonpolyaMinusRawSigRep4.bigWig","wgEncodeCshlLongRnaSeqHuvecNucleusLongnonpolyaMinusRawSigRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecNucleusLongnonpolyaMinusRawSigRep4.bigWig"
"029N","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-12-23#,#2011-09-23#,"wgEncodeEH000189",,,"GSM767857","Gingeras","CSHL","LID9206",,,"nucleus","4cf94b4617e5f65a46106d1b7e47300f",,"wgEncode","2x76D",3,"longNonPolyA","Illumina_GA2x",,"346M","Nist14",3136,,"wgEncodeCshlLongRnaSeqHuvecNucleusLongnonpolyaPlusRawSigRep3","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHuvecNucleusLongnonpolyaPlusRawSigRep3.bigWig","wgEncodeCshlLongRnaSeqHuvecNucleusLongnonpolyaPlusRawSigRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecNucleusLongnonpolyaPlusRawSigRep3.bigWig"
"030N","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-12-23#,#2011-09-23#,"wgEncodeEH000189",,,"GSM767857","Gingeras","CSHL","LID9207",,,"nucleus","d84a49618f416edfaee0915317ff5122",,"wgEncode","2x76D",4,"longNonPolyA","Illumina_GA2x",,"428M","Nist14",3137,,"wgEncodeCshlLongRnaSeqHuvecNucleusLongnonpolyaPlusRawSigRep4","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHuvecNucleusLongnonpolyaPlusRawSigRep4.bigWig","wgEncodeCshlLongRnaSeqHuvecNucleusLongnonpolyaPlusRawSigRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecNucleusLongnonpolyaPlusRawSigRep4.bigWig"
"029N,030N","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000189",,,"GSM767857","Gingeras","CSHL","LID9206,LID9207",,"iIDR","nucleus","0c155e04fe5e78b8d1b4ca1d4a44b2a4",,"wgEncode","2x76D",,"longNonPolyA","Illumina_GA2x",,"14M","Nist14",3625,,"wgEncodeCshlLongRnaSeqHuvecNucleusPamContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHuvecNucleusPamContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHuvecNucleusPamContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecNucleusPamContigs.bedRnaElements.gz"
"029N,030N","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000157",,,"GSM758565","Gingeras","CSHL","LID8690,LID8691",,"iIDR","nucleus","6581623e97c6bbc0f006e71120a25c07",,"wgEncode","2x76D",,"longPolyA","Illumina_GA2x",,"16M","Nist14",3626,,"wgEncodeCshlLongRnaSeqHuvecNucleusPapContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHuvecNucleusPapContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHuvecNucleusPapContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecNucleusPapContigs.bedRnaElements.gz"
"029N","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000157",,,"GSM758565","Gingeras","CSHL","LID8690",,,"nucleus","9bb7e14c2274f8f28993cd24349047f2",,"wgEncode","2x76D",3,"longPolyA","Illumina_GA2x",,"1.1G","Nist14",1931,,"wgEncodeCshlLongRnaSeqHuvecNucleusPapMinusRawSigRep3","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHuvecNucleusPapMinusRawSigRep3.bigWig","wgEncodeCshlLongRnaSeqHuvecNucleusPapMinusRawSigRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecNucleusPapMinusRawSigRep3.bigWig"
"030N","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000157",,,"GSM758565","Gingeras","CSHL","LID8691",,,"nucleus","2f82698d1775e449740c9ae9ae15181e",,"wgEncode","2x76D",4,"longPolyA","Illumina_GA2x",,"1.1G","Nist14",2408,,"wgEncodeCshlLongRnaSeqHuvecNucleusPapMinusRawSigRep4","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHuvecNucleusPapMinusRawSigRep4.bigWig","wgEncodeCshlLongRnaSeqHuvecNucleusPapMinusRawSigRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecNucleusPapMinusRawSigRep4.bigWig"
"029N","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000157",,,"GSM758565","Gingeras","CSHL","LID8690",,,"nucleus","5f694c289513eb00eb3d3999a11b0bee",,"wgEncode","2x76D",3,"longPolyA","Illumina_GA2x",,"1.1G","Nist14",1931,,"wgEncodeCshlLongRnaSeqHuvecNucleusPapPlusRawSigRep3","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHuvecNucleusPapPlusRawSigRep3.bigWig","wgEncodeCshlLongRnaSeqHuvecNucleusPapPlusRawSigRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecNucleusPapPlusRawSigRep3.bigWig"
"030N","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000157",,,"GSM758565","Gingeras","CSHL","LID8691",,,"nucleus","e77027eb545df7448794430f43bd9cbb",,"wgEncode","2x76D",4,"longPolyA","Illumina_GA2x",,"1.2G","Nist14",2408,,"wgEncodeCshlLongRnaSeqHuvecNucleusPapPlusRawSigRep4","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHuvecNucleusPapPlusRawSigRep4.bigWig","wgEncodeCshlLongRnaSeqHuvecNucleusPapPlusRawSigRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecNucleusPapPlusRawSigRep4.bigWig"
"051WC","HVMF","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-25#,#2012-11-24#,"wgEncodeEH002681",,6091203.3,"GSM984619","Gingeras","CSHL","LID47249",,,"cell","3e2041453c0d38e51c4f857fd97a3a53",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"250M","Nist13",5872,,"wgEncodeCshlLongRnaSeqHvmf60912033CellTotalMinusRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHvmf60912033CellTotalMinusRep1.bigWig","wgEncodeCshlLongRnaSeqHvmf60912033CellTotalMinusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHvmf60912033CellTotalMinusRep1.bigWig"
"051WC","HVMF","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-25#,#2012-11-24#,"wgEncodeEH002681",,6091203.3,"GSM984619","Gingeras","CSHL","LID47249",,,"cell","2527edba3d1c39b3f047fe57336de4c2",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"261M","Nist13",5872,,"wgEncodeCshlLongRnaSeqHvmf60912033CellTotalPlusRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHvmf60912033CellTotalPlusRep1.bigWig","wgEncodeCshlLongRnaSeqHvmf60912033CellTotalPlusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHvmf60912033CellTotalPlusRep1.bigWig"
"052WC","HVMF","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-25#,#2012-11-25#,"wgEncodeEH002681",,6100401.3,"GSM984619","Gingeras","CSHL","LID47250",,,"cell","9a973fa4c7c04c86a8502f0ac71d10b8",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"305M","Nist13",5873,,"wgEncodeCshlLongRnaSeqHvmf61004013CellTotalMinusRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHvmf61004013CellTotalMinusRep2.bigWig","wgEncodeCshlLongRnaSeqHvmf61004013CellTotalMinusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHvmf61004013CellTotalMinusRep2.bigWig"
"052WC","HVMF","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-25#,#2012-11-25#,"wgEncodeEH002681",,6100401.3,"GSM984619","Gingeras","CSHL","LID47250",,,"cell","723a1ff758643b94b77012f135f3f919",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"317M","Nist13",5873,,"wgEncodeCshlLongRnaSeqHvmf61004013CellTotalPlusRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHvmf61004013CellTotalPlusRep2.bigWig","wgEncodeCshlLongRnaSeqHvmf61004013CellTotalPlusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHvmf61004013CellTotalPlusRep2.bigWig"
"051WC,052WC","HVMF","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jul 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002681",,"6091203.3,6100401.3","GSM984619","Gingeras","CSHL","LID47249,LID47250",,"iIDR","cell","e6d126bf198473ab5655b8f6305e75ea",,"wgEncode","2x101D",,"total","Illumina_HiSeq_2000",,"35M","Nist13",6023,,"wgEncodeCshlLongRnaSeqHvmfCellTotalContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHvmfCellTotalContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHvmfCellTotalContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHvmfCellTotalContigs.bedRnaElements.gz"
"080WC","HWP","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-25#,#2012-11-25#,"wgEncodeEH002682",,92205,"GSM984620","Gingeras","CSHL","LID47255",,,"cell","bea04004b3cfdd3c13bc4eb98f7893f4",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"193M","Nist13",5875,,"wgEncodeCshlLongRnaSeqHwp0092205CellTotalMinusRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHwp0092205CellTotalMinusRep2.bigWig","wgEncodeCshlLongRnaSeqHwp0092205CellTotalMinusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHwp0092205CellTotalMinusRep2.bigWig"
"080WC","HWP","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-25#,#2012-11-25#,"wgEncodeEH002682",,92205,"GSM984620","Gingeras","CSHL","LID47255",,,"cell","9c56404fa16845cd13f99d59cbbf69ab",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"199M","Nist13",5875,,"wgEncodeCshlLongRnaSeqHwp0092205CellTotalPlusRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHwp0092205CellTotalPlusRep2.bigWig","wgEncodeCshlLongRnaSeqHwp0092205CellTotalPlusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHwp0092205CellTotalPlusRep2.bigWig"
"079WC","HWP","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-26#,#2012-11-25#,"wgEncodeEH002682",,8120201.5,"GSM984620","Gingeras","CSHL","LID47254",,,"cell","baf55eb39fa4dc9e41a433526e6e96e7",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"295M","Nist13",5886,,"wgEncodeCshlLongRnaSeqHwp81202015CellTotalMinusRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHwp81202015CellTotalMinusRep1.bigWig","wgEncodeCshlLongRnaSeqHwp81202015CellTotalMinusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHwp81202015CellTotalMinusRep1.bigWig"
"079WC","HWP","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-26#,#2012-11-25#,"wgEncodeEH002682",,8120201.5,"GSM984620","Gingeras","CSHL","LID47254",,,"cell","ee7d60d63c957cacdfdb7931cc680127",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"303M","Nist13",5886,,"wgEncodeCshlLongRnaSeqHwp81202015CellTotalPlusRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHwp81202015CellTotalPlusRep1.bigWig","wgEncodeCshlLongRnaSeqHwp81202015CellTotalPlusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHwp81202015CellTotalPlusRep1.bigWig"
"079WC,080WC","HWP","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002682",,"8120201.5,0092205","GSM984620","Gingeras","CSHL","LID47254,LID47255",,"iIDR","cell","6c8a385bf7b6706bc6e4f1b09ae21c9c",,"wgEncode","2x101D",,"total","Illumina_HiSeq_2000",,"29M","Nist13",6033,,"wgEncodeCshlLongRnaSeqHwpCellTotalContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHwpCellTotalContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHwpCellTotalContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHwpCellTotalContigs.bedRnaElements.gz"
"045WC,046WC","IMR90","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-05-14#,"wgEncodeEH002629",,58607680,"GSM981249","Gingeras","CSHL","LID45016,LID45017",,"iIDR","cell","607c35255d73bc309212eecd0efbe6b3",,"wgEncode","2x101D",,"longPolyA","Illumina_HiSeq_2000",,"11M","Nist14",6044,,"wgEncodeCshlLongRnaSeqImr90CellPapContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqImr90CellPapContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqImr90CellPapContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqImr90CellPapContigs.bedRnaElements.gz"
"045WC","IMR90","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-17#,#2012-05-14#,"wgEncodeEH002629",,,"GSM981249","Gingeras","CSHL","LID45016",,,"cell","87f1004ddf6986676973140ca337965d",,"wgEncode","2x101D",1,"longPolyA","Illumina_HiSeq_2000",,"148M","Nist14",5781,,"wgEncodeCshlLongRnaSeqImr90CellPapMinusRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqImr90CellPapMinusRep1.bigWig","wgEncodeCshlLongRnaSeqImr90CellPapMinusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqImr90CellPapMinusRep1.bigWig"
"046WC","IMR90","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-17#,#2012-05-14#,"wgEncodeEH002629",,,"GSM981249","Gingeras","CSHL","LID45017",,,"cell","8bc83d18da04185ab2c2e5a0f5a98043",,"wgEncode","2x101D",2,"longPolyA","Illumina_HiSeq_2000",,"107M","Nist14",5771,,"wgEncodeCshlLongRnaSeqImr90CellPapMinusRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqImr90CellPapMinusRep2.bigWig","wgEncodeCshlLongRnaSeqImr90CellPapMinusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqImr90CellPapMinusRep2.bigWig"
"045WC","IMR90","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-17#,#2012-05-14#,"wgEncodeEH002629",,,"GSM981249","Gingeras","CSHL","LID45016",,,"cell","7c6653928e09c95dceabeba050483cfd",,"wgEncode","2x101D",1,"longPolyA","Illumina_HiSeq_2000",,"152M","Nist14",5781,,"wgEncodeCshlLongRnaSeqImr90CellPapPlusRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqImr90CellPapPlusRep1.bigWig","wgEncodeCshlLongRnaSeqImr90CellPapPlusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqImr90CellPapPlusRep1.bigWig"
"046WC","IMR90","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-17#,#2012-05-14#,"wgEncodeEH002629",,,"GSM981249","Gingeras","CSHL","LID45017",,,"cell","d5717c12ff57b3260c348c2355b81df8",,"wgEncode","2x101D",2,"longPolyA","Illumina_HiSeq_2000",,"110M","Nist14",5771,,"wgEncodeCshlLongRnaSeqImr90CellPapPlusRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqImr90CellPapPlusRep2.bigWig","wgEncodeCshlLongRnaSeqImr90CellPapPlusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqImr90CellPapPlusRep2.bigWig"
"045WC,046WC","IMR90","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002623",,58607680,"GSM981243","Gingeras","CSHL","LID45238,LID45239",,"iIDR","cell","2e5fcd92c68937369d89d0b3e51cd7bb",,"wgEncode","2x101D",,"total","Illumina_HiSeq_2000",,"32M","Nist14",6021,,"wgEncodeCshlLongRnaSeqImr90CellTotalContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqImr90CellTotalContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqImr90CellTotalContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqImr90CellTotalContigs.bedRnaElements.gz"
"045WC","IMR90","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-17#,#2012-11-16#,"wgEncodeEH002623",,,"GSM981243","Gingeras","CSHL","LID45238",,,"cell","d981e3b2d2672f4393ab38b2416ef2f5",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"234M","Nist14",5768,,"wgEncodeCshlLongRnaSeqImr90CellTotalMinusRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqImr90CellTotalMinusRep1.bigWig","wgEncodeCshlLongRnaSeqImr90CellTotalMinusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqImr90CellTotalMinusRep1.bigWig"
"046WC","IMR90","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-17#,#2012-11-17#,"wgEncodeEH002623",,,"GSM981243","Gingeras","CSHL","LID45239",,,"cell","006cceade236d974245d50329883886b",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"241M","Nist14",5783,,"wgEncodeCshlLongRnaSeqImr90CellTotalMinusRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqImr90CellTotalMinusRep2.bigWig","wgEncodeCshlLongRnaSeqImr90CellTotalMinusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqImr90CellTotalMinusRep2.bigWig"
