"bio_rep","cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_version","localization","md5sum","obj_status","project","read_type","replicate","rna_extract","seq_platform","sex","size","software_version","sub_id","submitted_data_version","table_name","type","view","filename","fname","url"
"045C","IMR90","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002752",58607680,"GSM979658","Gingeras","RIKEN","CThi10017",,"cytosol","d4e958a599f0c28f47f516b0e32c0901",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"26M",,6588,,"wgEncodeRikenCageImr90CytosolPapMinusRawRep1","bigWig","MinusSignal","wgEncodeRikenCageImr90CytosolPapMinusRawRep1.bigWig","wgEncodeRikenCageImr90CytosolPapMinusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageImr90CytosolPapMinusRawRep1.bigWig"
"046C","IMR90","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002752",58607680,"GSM979658","Gingeras","RIKEN","CThi10019",,"cytosol","676e843762c9928bd8259e354e7c9c67",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"25M",,6642,,"wgEncodeRikenCageImr90CytosolPapMinusRawRep2","bigWig","MinusSignal","wgEncodeRikenCageImr90CytosolPapMinusRawRep2.bigWig","wgEncodeRikenCageImr90CytosolPapMinusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageImr90CytosolPapMinusRawRep2.bigWig"
"045C","IMR90","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002752",58607680,"GSM979658","Gingeras","RIKEN","CThi10017",,"cytosol","25e760b51fe5be3a33da99a9193197bb",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"25M",,6588,,"wgEncodeRikenCageImr90CytosolPapPlusRawRep1","bigWig","PlusSignal","wgEncodeRikenCageImr90CytosolPapPlusRawRep1.bigWig","wgEncodeRikenCageImr90CytosolPapPlusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageImr90CytosolPapPlusRawRep1.bigWig"
"046C","IMR90","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002752",58607680,"GSM979658","Gingeras","RIKEN","CThi10019",,"cytosol","3d7e529799fd90aaec6c24d765ef3268",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"25M",,6642,,"wgEncodeRikenCageImr90CytosolPapPlusRawRep2","bigWig","PlusSignal","wgEncodeRikenCageImr90CytosolPapPlusRawRep2.bigWig","wgEncodeRikenCageImr90CytosolPapPlusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageImr90CytosolPapPlusRawRep2.bigWig"
"045N","IMR90","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002753",58607680,"GSM979659","Gingeras","RIKEN","CThi10025",,"nucleus","93ef825b02d40e6adc9f92aa24f62f74",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"37M",,6589,,"wgEncodeRikenCageImr90NucleusPapMinusRawRep1","bigWig","MinusSignal","wgEncodeRikenCageImr90NucleusPapMinusRawRep1.bigWig","wgEncodeRikenCageImr90NucleusPapMinusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageImr90NucleusPapMinusRawRep1.bigWig"
"046N","IMR90","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002753",58607680,"GSM979659","Gingeras","RIKEN","CThi10026",,"nucleus","c4b12ca600e85edef7235905cb99bb07",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"46M",,6593,,"wgEncodeRikenCageImr90NucleusPapMinusRawRep2","bigWig","MinusSignal","wgEncodeRikenCageImr90NucleusPapMinusRawRep2.bigWig","wgEncodeRikenCageImr90NucleusPapMinusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageImr90NucleusPapMinusRawRep2.bigWig"
"045N","IMR90","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002753",58607680,"GSM979659","Gingeras","RIKEN","CThi10025",,"nucleus","3b354dbcdd2f5c85ea335d59a018f711",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"42M",,6589,,"wgEncodeRikenCageImr90NucleusPapPlusRawRep1","bigWig","PlusSignal","wgEncodeRikenCageImr90NucleusPapPlusRawRep1.bigWig","wgEncodeRikenCageImr90NucleusPapPlusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageImr90NucleusPapPlusRawRep1.bigWig"
"046N","IMR90","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002753",58607680,"GSM979659","Gingeras","RIKEN","CThi10026",,"nucleus","c10fa87ffac7ba4c2c3702f09c3a7e0a",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"53M",,6593,,"wgEncodeRikenCageImr90NucleusPapPlusRawRep2","bigWig","PlusSignal","wgEncodeRikenCageImr90NucleusPapPlusRawRep2.bigWig","wgEncodeRikenCageImr90NucleusPapPlusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageImr90NucleusPapPlusRawRep2.bigWig"
"001WC","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001150",,,"Gingeras","RIKEN","J70",,"cell","6f086cc3562ae92ff913d473c0c43871","renamed","wgEncode",,1,"longPolyA","Illumina_GA2x",,"5.5M",,2359,,"wgEncodeRikenCageK562CellPapMinusClustersRep1","bigWig","MinusSignal","wgEncodeRikenCageK562CellPapMinusClustersRep1.bigWig","wgEncodeRikenCageK562CellPapMinusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CellPapMinusClustersRep1.bigWig"
"002WC","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001150",,,"Gingeras","RIKEN","J71",,"cell","fe038ad751c4879be5e432d34d020907","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"5.3M",,2362,,"wgEncodeRikenCageK562CellPapMinusClustersRep2","bigWig","MinusSignal","wgEncodeRikenCageK562CellPapMinusClustersRep2.bigWig","wgEncodeRikenCageK562CellPapMinusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CellPapMinusClustersRep2.bigWig"
"001WC","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001150",,"GSM849365","Gingeras","RIKEN","J70",,"cell","6f086cc3562ae92ff913d473c0c43871",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"5.5M",,2359,,"wgEncodeRikenCageK562CellPapMinusSignalRep1","bigWig","MinusSignal","wgEncodeRikenCageK562CellPapMinusSignalRep1.bigWig","wgEncodeRikenCageK562CellPapMinusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CellPapMinusSignalRep1.bigWig"
"002WC","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001150",,"GSM849365","Gingeras","RIKEN","J71",,"cell","fe038ad751c4879be5e432d34d020907",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"5.3M",,2362,,"wgEncodeRikenCageK562CellPapMinusSignalRep2","bigWig","MinusSignal","wgEncodeRikenCageK562CellPapMinusSignalRep2.bigWig","wgEncodeRikenCageK562CellPapMinusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CellPapMinusSignalRep2.bigWig"
"001WC","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001150",,,"Gingeras","RIKEN","J70",,"cell","78696f2a0d7ebf7fa80ac6fbc2101a0e","renamed","wgEncode",,1,"longPolyA","Illumina_GA2x",,"5.6M",,2359,,"wgEncodeRikenCageK562CellPapPlusClustersRep1","bigWig","PlusSignal","wgEncodeRikenCageK562CellPapPlusClustersRep1.bigWig","wgEncodeRikenCageK562CellPapPlusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CellPapPlusClustersRep1.bigWig"
"002WC","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001150",,,"Gingeras","RIKEN","J71",,"cell","a61180a4b5b5c4dc75f09eff75be3e34","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"5.3M",,2362,,"wgEncodeRikenCageK562CellPapPlusClustersRep2","bigWig","PlusSignal","wgEncodeRikenCageK562CellPapPlusClustersRep2.bigWig","wgEncodeRikenCageK562CellPapPlusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CellPapPlusClustersRep2.bigWig"
"001WC","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001150",,"GSM849365","Gingeras","RIKEN","J70",,"cell","78696f2a0d7ebf7fa80ac6fbc2101a0e",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"5.6M",,2359,,"wgEncodeRikenCageK562CellPapPlusSignalRep1","bigWig","PlusSignal","wgEncodeRikenCageK562CellPapPlusSignalRep1.bigWig","wgEncodeRikenCageK562CellPapPlusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CellPapPlusSignalRep1.bigWig"
"002WC","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001150",,"GSM849365","Gingeras","RIKEN","J71",,"cell","a61180a4b5b5c4dc75f09eff75be3e34",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"5.3M",,2362,,"wgEncodeRikenCageK562CellPapPlusSignalRep2","bigWig","PlusSignal","wgEncodeRikenCageK562CellPapPlusSignalRep2.bigWig","wgEncodeRikenCageK562CellPapPlusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CellPapPlusSignalRep2.bigWig"
"Generation 0","K562","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2009-02-19#,#2009-11-19#,"wgEncodeEH000334",,,"Gingeras","RIKEN",,"bedtools v2.7.1","chromatin","18d6ebd6a5f4e8c9b46e28ab6c2caf7a","renamed","wgEncode",,0,"total",,,"8.2M",,1804,,"wgEncodeRikenCageK562ChromatinTotalMinusClusters","bigWig","MinusSignal","wgEncodeRikenCageK562ChromatinTotalMinusClusters.bigWig","wgEncodeRikenCageK562ChromatinTotalMinusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562ChromatinTotalMinusClusters.bigWig"
"gen0134CH","K562","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2009-02-19#,#2009-11-19#,"wgEncodeEH000334",,"GSM849333","Gingeras","RIKEN","I35","bedtools v2.7.1","chromatin","18d6ebd6a5f4e8c9b46e28ab6c2caf7a",,"wgEncode",,,"total",,,"8.2M",,1804,,"wgEncodeRikenCageK562ChromatinTotalMinusSignal","bigWig","MinusSignal","wgEncodeRikenCageK562ChromatinTotalMinusSignal.bigWig","wgEncodeRikenCageK562ChromatinTotalMinusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562ChromatinTotalMinusSignal.bigWig"
"Generation 0","K562","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2009-02-19#,#2009-11-19#,"wgEncodeEH000334",,,"Gingeras","RIKEN",,"bedtools v2.7.1","chromatin","71d8a7f9110b6ceb708acc2bc8e775ce","renamed","wgEncode",,0,"total",,,"8.6M",,1804,,"wgEncodeRikenCageK562ChromatinTotalPlusClusters","bigWig","PlusSignal","wgEncodeRikenCageK562ChromatinTotalPlusClusters.bigWig","wgEncodeRikenCageK562ChromatinTotalPlusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562ChromatinTotalPlusClusters.bigWig"
"gen0134CH","K562","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2009-02-19#,#2009-11-19#,"wgEncodeEH000334",,"GSM849333","Gingeras","RIKEN","I35","bedtools v2.7.1","chromatin","71d8a7f9110b6ceb708acc2bc8e775ce",,"wgEncode",,,"total",,,"8.6M",,1804,,"wgEncodeRikenCageK562ChromatinTotalPlusSignal","bigWig","PlusSignal","wgEncodeRikenCageK562ChromatinTotalPlusSignal.bigWig","wgEncodeRikenCageK562ChromatinTotalPlusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562ChromatinTotalPlusSignal.bigWig"
"Generation 0","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-09-22#,#2008-12-09#,#2009-09-09#,"wgEncodeEH000329",,,"Gingeras","RIKEN",,,"cytosol","25a45b47cf8b88b03a2adbdb3af5aed7","renamed","wgEncode",,0,"longNonPolyA",,,"4.0M","bedtools v2.7.1",1805,,"wgEncodeRikenCageK562CytosolLongnonpolyaMinusClusters","bigWig","MinusSignal","wgEncodeRikenCageK562CytosolLongnonpolyaMinusClusters.bigWig","wgEncodeRikenCageK562CytosolLongnonpolyaMinusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CytosolLongnonpolyaMinusClusters.bigWig"
"Generation 0","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-09-22#,#2008-12-09#,#2009-09-09#,"wgEncodeEH000329",,,"Gingeras","RIKEN",,,"cytosol","ca6b99fc622308a19d709dd7557f52f3","renamed","wgEncode",,0,"longNonPolyA",,,"3.5M","bedtools v2.7.1",1805,,"wgEncodeRikenCageK562CytosolLongnonpolyaPlusClusters","bigWig","PlusSignal","wgEncodeRikenCageK562CytosolLongnonpolyaPlusClusters.bigWig","wgEncodeRikenCageK562CytosolLongnonpolyaPlusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CytosolLongnonpolyaPlusClusters.bigWig"
"gen0136C","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-09-22#,#2008-12-09#,#2009-09-09#,"wgEncodeEH000329",,"GSM849353","Gingeras","RIKEN","I22",,"cytosol","25a45b47cf8b88b03a2adbdb3af5aed7",,"wgEncode",,,"longNonPolyA",,,"4.0M","bedtools v2.7.1",1805,,"wgEncodeRikenCageK562CytosolPamMinusSignal","bigWig","MinusSignal","wgEncodeRikenCageK562CytosolPamMinusSignal.bigWig","wgEncodeRikenCageK562CytosolPamMinusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CytosolPamMinusSignal.bigWig"
"gen0136C","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",#2010-09-22#,#2008-12-09#,#2009-09-09#,"wgEncodeEH000329",,"GSM849353","Gingeras","RIKEN","I22",,"cytosol","ca6b99fc622308a19d709dd7557f52f3",,"wgEncode",,,"longNonPolyA",,,"3.5M","bedtools v2.7.1",1805,,"wgEncodeRikenCageK562CytosolPamPlusSignal","bigWig","PlusSignal","wgEncodeRikenCageK562CytosolPamPlusSignal.bigWig","wgEncodeRikenCageK562CytosolPamPlusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CytosolPamPlusSignal.bigWig"
"Generation 0","K562","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2009-02-04#,#2009-11-09#,"wgEncodeEH000332",,,"Gingeras","RIKEN",,"bedtools v2.7.1","cytosol","6bfd6923f449ef9a7153601d03a25c96","renamed","wgEncode",,0,"longPolyA",,,"11M",,1806,,"wgEncodeRikenCageK562CytosolPapMinusClusters","bigWig","MinusSignal","wgEncodeRikenCageK562CytosolPapMinusClusters.bigWig","wgEncodeRikenCageK562CytosolPapMinusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CytosolPapMinusClusters.bigWig"
"001C","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000332",,,"Gingeras","RIKEN","J82",,"cytosol","a2d833c942e225c4ae693c0122fddcb8","renamed","wgEncode",,1,"longPolyA","Illumina_GA2x",,"4.4M",,2371,,"wgEncodeRikenCageK562CytosolPapMinusClustersRep1","bigWig","MinusSignal","wgEncodeRikenCageK562CytosolPapMinusClustersRep1.bigWig","wgEncodeRikenCageK562CytosolPapMinusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CytosolPapMinusClustersRep1.bigWig"
"002C","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000332",,,"Gingeras","RIKEN","J83",,"cytosol","ba8ce41a46b5e708fd93e387fb1eedf8","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"3.6M",,2383,,"wgEncodeRikenCageK562CytosolPapMinusClustersRep2","bigWig","MinusSignal","wgEncodeRikenCageK562CytosolPapMinusClustersRep2.bigWig","wgEncodeRikenCageK562CytosolPapMinusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CytosolPapMinusClustersRep2.bigWig"
"gen0137C","K562","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2009-02-04#,#2009-11-09#,"wgEncodeEH000332",,"GSM849339","Gingeras","RIKEN","I40","bedtools v2.7.1","cytosol","6bfd6923f449ef9a7153601d03a25c96",,"wgEncode",,,"longPolyA",,,"11M",,1806,,,"bigWig","MinusSignal","wgEncodeRikenCageK562CytosolPapMinusSignal.bigWig","wgEncodeRikenCageK562CytosolPapMinusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CytosolPapMinusSignal.bigWig"
"001C","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000332",,"GSM849339","Gingeras","RIKEN","J82",,"cytosol","a2d833c942e225c4ae693c0122fddcb8",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"4.4M",,2371,,"wgEncodeRikenCageK562CytosolPapMinusSignalRep1","bigWig","MinusSignal","wgEncodeRikenCageK562CytosolPapMinusSignalRep1.bigWig","wgEncodeRikenCageK562CytosolPapMinusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CytosolPapMinusSignalRep1.bigWig"
"002C","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000332",,"GSM849339","Gingeras","RIKEN","J83",,"cytosol","ba8ce41a46b5e708fd93e387fb1eedf8",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"3.6M",,2383,,"wgEncodeRikenCageK562CytosolPapMinusSignalRep2","bigWig","MinusSignal","wgEncodeRikenCageK562CytosolPapMinusSignalRep2.bigWig","wgEncodeRikenCageK562CytosolPapMinusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CytosolPapMinusSignalRep2.bigWig"
"Generation 0","K562","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2009-02-04#,#2009-11-09#,"wgEncodeEH000332",,,"Gingeras","RIKEN",,"bedtools v2.7.1","cytosol","7581b8936432aa99d1ec01329e202789","renamed","wgEncode",,0,"longPolyA",,,"11M",,1806,,"wgEncodeRikenCageK562CytosolPapPlusClusters","bigWig","PlusSignal","wgEncodeRikenCageK562CytosolPapPlusClusters.bigWig","wgEncodeRikenCageK562CytosolPapPlusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CytosolPapPlusClusters.bigWig"
"001C","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000332",,,"Gingeras","RIKEN","J82",,"cytosol","bb9304ed152e51a9926377537039a95d","renamed","wgEncode",,1,"longPolyA","Illumina_GA2x",,"4.4M",,2371,,"wgEncodeRikenCageK562CytosolPapPlusClustersRep1","bigWig","PlusSignal","wgEncodeRikenCageK562CytosolPapPlusClustersRep1.bigWig","wgEncodeRikenCageK562CytosolPapPlusClustersRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CytosolPapPlusClustersRep1.bigWig"
"002C","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000332",,,"Gingeras","RIKEN","J83",,"cytosol","a0855e5cb17e07b485a58c9ec00b71cb","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"3.6M",,2383,,"wgEncodeRikenCageK562CytosolPapPlusClustersRep2","bigWig","PlusSignal","wgEncodeRikenCageK562CytosolPapPlusClustersRep2.bigWig","wgEncodeRikenCageK562CytosolPapPlusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CytosolPapPlusClustersRep2.bigWig"
"gen0137C","K562","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2009-02-04#,#2009-11-09#,"wgEncodeEH000332",,"GSM849339","Gingeras","RIKEN","I40","bedtools v2.7.1","cytosol","7581b8936432aa99d1ec01329e202789",,"wgEncode",,,"longPolyA",,,"11M",,1806,,,"bigWig","PlusSignal","wgEncodeRikenCageK562CytosolPapPlusSignal.bigWig","wgEncodeRikenCageK562CytosolPapPlusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CytosolPapPlusSignal.bigWig"
"001C","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000332",,"GSM849339","Gingeras","RIKEN","J82",,"cytosol","bb9304ed152e51a9926377537039a95d",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"4.4M",,2371,,"wgEncodeRikenCageK562CytosolPapPlusSignalRep1","bigWig","PlusSignal","wgEncodeRikenCageK562CytosolPapPlusSignalRep1.bigWig","wgEncodeRikenCageK562CytosolPapPlusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CytosolPapPlusSignalRep1.bigWig"
"002C","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH000332",,"GSM849339","Gingeras","RIKEN","J83",,"cytosol","a0855e5cb17e07b485a58c9ec00b71cb",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"3.6M",,2383,,"wgEncodeRikenCageK562CytosolPapPlusSignalRep2","bigWig","PlusSignal","wgEncodeRikenCageK562CytosolPapPlusSignalRep2.bigWig","wgEncodeRikenCageK562CytosolPapPlusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562CytosolPapPlusSignalRep2.bigWig"
"gen0144NL","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-11-09#,#2011-08-09#,"wgEncodeEH000335",,"GSM849332","Gingeras","RIKEN","I33",,"nucleolus","7d445026a18f2b1c554e2f0c3ebf8f8a",,"wgEncode",,,"total",,,"15M",,2929,,"wgEncodeRikenCageK562NucleolusTotalMinusSignal","bigWig","MinusSignal","wgEncodeRikenCageK562NucleolusTotalMinusSignal.bigWig","wgEncodeRikenCageK562NucleolusTotalMinusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562NucleolusTotalMinusSignal.bigWig"
"gen0144NL","K562","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-11-09#,#2011-08-09#,"wgEncodeEH000335",,"GSM849332","Gingeras","RIKEN","I33",,"nucleolus","cdc9ca00446c34277d4087560af6350e",,"wgEncode",,,"total",,,"21M",,2929,,"wgEncodeRikenCageK562NucleolusTotalPlusSignal","bigWig","PlusSignal","wgEncodeRikenCageK562NucleolusTotalPlusSignal.bigWig","wgEncodeRikenCageK562NucleolusTotalPlusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageK562NucleolusTotalPlusSignal.bigWig"
